respondent_id,age_group,gender,city_tier,occupation,monthly_income_band,monthly_income_inr,wardrobe_size_band,wardrobe_size_count,wardrobe_utilisation_pct,shopping_channels,purchase_frequency,monthly_clothing_spend_inr,annual_festive_spend_inr,festive_spend_band,style_types,ethnic_categories,saree_types,colour_palette,accessories,pain_occasions,daily_decision_minutes,purchase_drivers,weather_importance_score,prior_app_usage,privacy_comfort,preferred_features,subscription_willingness,social_media_influence_score,ai_trust_score,discovery_channels,fashion_identity,wardrobe_emotion,repeat_outfit_anxiety,sustainability_stance,return_regret_rate,trust_nano_influencer,trust_celebrity,trust_friend_family,trust_ai_recommendation,trust_brand_stylist,wardrobe_gap_score,impulse_buyer_flag,spend_power_index,engagement_likelihood_score,persona_archetype,outlier_flag,q25_platform_interest,target_interested
R1838,25-34,Man,Tier 1,Retired,75001-150000,112500,More than 100,120,40,In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Rarely,7138,70000,40001-100000,Casual/everyday basics|Indo-western fusion|Minimalist/monochrome,Kurta/kurti|Saree|Sherwani/bandgala,Printed/block print|Silk Banarasi/Kanjeevaram|Georgette/chiffon,Neutrals|Pastels,Dupatta/stole|Heels/formal footwear|Sneakers/casual shoes,Casual outings/weekend|Date night/parties|Formal meetings/interviews,19,Colour/pattern appeal|Occasion need|Trend/social media,3,No not aware,Comfortable with privacy controls,Smart shopping|Occasion outfit planner|Daily outfit suggestions,100-249,4,3,YouTube fashion vlogs,Clothing is purely functional,Indifferent - just clothes,Not concerned - repeat freely,Important - but dont always follow through,Often 1 in 2,3,5,3,3,3,7.2,1,52.6,34,Urban Trendsetter,None,Likely to try it out,Interested
R1839,18-24,Man,Tier 1,Self-employed/business,75001-150000,112500,41-70,55,50,In-store mall/high street|Brand website|Instagram/social commerce,More than once a month,9494,27500,15001-40000,Maximalist/statement|Streetwear/athleisure|Casual/everyday basics,Kurta/kurti|Salwar kameez/churidar,,Printed/mixed patterns|Pastels,Watch/smartwatch|Heels/formal footwear|Cap/hair accessories,Formal meetings/interviews|Casual outings/weekend|Daily office/college,33,Brand name|Trend/social media|Price/discount,4,No not aware,Comfortable with privacy controls,Smart shopping|Occasion outfit planner,500-999,4,4,Bollywood/OTT celebrities|Pinterest/mood boards,Clothing is self-expression,Frustrated - lots but stuck,Very concerned - avoid it,Neutral - consider sometimes,Sometimes 1 in 3,3,2,3,4,3,2.8,0,49.9,71,Aspiring Premium,None,Unlikely - not for me,Not Interested
R1840,45-54,Woman,Metro,Salaried govt/PSU,,57500,71-100,85,55,Local market|Myntra/Ajio/Nykaa Fashion|In-store mall/high street,Once every 2-3 months,5890,70000,40001-100000,Casual/everyday basics|Boho/eclectic,Salwar kameez/churidar,I dont own sarees,Monochrome|Neutrals|Jewel tones,Heels/formal footwear|Western jewellery/minimalist|Handbag/tote,Daily office/college|Formal meetings/interviews|Weddings/festive,14,Price/discount|Trend/social media|Occasion need,4,No not aware,Comfortable with privacy controls,Weather-based dressing|Occasion outfit planner|Wardrobe gap analysis,1-99,2,2,Instagram Reels/posts|Friends and family,I follow trends,Excited - love outfits,Somewhat concerned - mix it up,Neutral - consider sometimes,Sometimes 1 in 3,3,3,3,2,2,3.8,0,38.7,46,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1841,45-54,Woman,Rural,Homemaker,,57500,More than 100,120,25,Local market|In-store mall/high street|Amazon/Flipkart,Once every 2-3 months,3152,70000,40001-100000,Traditional ethnic|Minimalist/monochrome,Lehenga|Saree|Kurta/kurti,,Jewel tones|Pastels|Earth tones,Dupatta/stole|Watch/smartwatch|Handbag/tote|Sneakers/casual shoes,Weddings/festive|Date night/parties|Travel/vacation,17,Comfort and fabric quality|Occasion need|Friend/family recommendation,4,No not aware,Will not share,Occasion outfit planner|Wardrobe gap analysis,0 free only,1,1,Bollywood/OTT celebrities|In-store browsing,Dress for the occasion,Excited - love outfits,Not concerned - repeat freely,Not a priority - price first,Occasionally 1 in 5,3,3,4,1,5,9.0,0,32.3,40,Ethnic Traditionalist,None,"Might use, depends on features",Interested
R1842,Under 18,Man,Tier 3,Salaried govt/PSU,Below 20000,12000,41-70,55,60,Myntra/Ajio/Nykaa Fashion|Local market|Brand website,Once a month,677,27500,15001-40000,Indo-western fusion|Casual/everyday basics|Minimalist/monochrome,Kurta/kurti,I dont own sarees,Neutrals,Handbag/tote|Watch/smartwatch|Jhumkas/traditional jewellery,Weddings/festive,8,Price/discount|Comfort and fabric quality|Brand name,3,No but aware,Uncomfortable,Wardrobe gap analysis|Daily outfit suggestions,100-249,1,3,Friends and family|Instagram Reels/posts,Clothing is self-expression,Frustrated - lots but stuck,Somewhat concerned - mix it up,Not a priority - price first,Almost never - buy intentionally,4,2,3,3,3,2.2,0,9.3,59,Budget Conscious,None,Definitely not interested,Not Interested
R1843,25-34,Woman,Tier 1,Freelancer/gig worker,20001-40000,30000,41-70,55,45,In-store mall/high street,Once every 2-3 months,1736,10000,5001-15000,Traditional ethnic,Lehenga,I dont own sarees,Neutrals,Handbag/tote|Jhumkas/traditional jewellery|Kolhapuris/juttis,Weddings/festive|Daily office/college|Formal meetings/interviews,13,Brand name|Trend/social media|Price/discount,4,Yes regularly,Comfortable with privacy controls,Daily outfit suggestions|Style DNA report,1-99,5,4,YouTube fashion vlogs|Friends and family,I follow trends,Frustrated - lots but stuck,Neutral - depends,Neutral - consider sometimes,Sometimes 1 in 3,3,2,4,4,3,3.0,0,12.0,74,Aspiring Premium,None,"Might use, depends on features",Interested
R1844,25-34,Woman,Tier 3,Self-employed/business,40001-75000,57500,71-100,85,60,Local market|Amazon/Flipkart|In-store mall/high street,Once a month,4185,10000,5001-15000,Traditional ethnic|Casual/everyday basics|Maximalist/statement,Saree|Salwar kameez/churidar|Lehenga,Silk Banarasi/Kanjeevaram,Earth tones|Jewel tones,Handbag/tote|Watch/smartwatch,Weddings/festive|Formal meetings/interviews|Date night/parties,37,Comfort and fabric quality|Friend/family recommendation|Occasion need,4,No not aware,Completely comfortable,Smart shopping|Occasion outfit planner|Daily outfit suggestions,100-249,3,3,Bollywood/OTT celebrities,Dress for the occasion,Guilty - know I overbuy,Neutral - depends,Neutral - consider sometimes,Almost never - buy intentionally,3,3,4,3,3,3.4,0,23.2,30,Ethnic Traditionalist,None,Likely to try it out,Interested
R1845,18-24,Man,Tier 1,Self-employed/business,Below 20000,12000,71-100,85,55,Amazon/Flipkart|Local market,Rarely,985,27500,15001-40000,Casual/everyday basics,Kurta/kurti|Lehenga,I dont own sarees,Monochrome,Sneakers/casual shoes|Watch/smartwatch|Heels/formal footwear|Cap/hair accessories,Weddings/festive|Daily office/college,18,Comfort and fabric quality|Friend/family recommendation,5,No but aware,Comfortable with privacy controls,Wardrobe gap analysis|Smart shopping|Occasion outfit planner,0 free only,3,3,Friends and family|Instagram Reels/posts,Dress to signal status,Guilty - know I overbuy,Not concerned - repeat freely,Important - but dont always follow through,Almost never - buy intentionally,3,2,4,3,3,3.8,0,10.0,21,Budget Conscious,None,Definitely not interested,Not Interested
R1846,35-44,Woman,Tier 2,Salaried govt/PSU,,200000,41-70,55,45,In-store mall/high street|Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,Seasonally,15160,10000,5001-15000,Western formal|Casual/everyday basics|Minimalist/monochrome,Kurta/kurti,I dont own sarees,Neutrals,Jhumkas/traditional jewellery|Dupatta/stole|Watch/smartwatch,Date night/parties,9,Brand name|Sustainability/ethical brand,4,No but aware,Neutral/unsure,Smart shopping|Wardrobe gap analysis|Weather-based dressing,0 free only,2,3,Pinterest/mood boards,Clothing is purely functional,Confident - wardrobe works,Not concerned - repeat freely,Important - but dont always follow through,Occasionally 1 in 5,2,4,4,3,3,3.0,0,77.3,30,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1847,35-44,Woman,Tier 3,Salaried private,,112500,41-70,55,55,In-store mall/high street,Seasonally,6613,3500,2000-5000,Traditional ethnic,Salwar kameez/churidar|Lehenga|Saree,Printed/block print,Jewel tones|Pastels,Kolhapuris/juttis|Western jewellery/minimalist,Daily office/college|Weddings/festive,25,Brand name|Comfort and fabric quality|Occasion need,2,Yes tried once or twice,Neutral/unsure,Weather-based dressing|Style DNA report,100-249,3,3,Bollywood/OTT celebrities,Dress for the occasion,Frustrated - lots but stuck,Very concerned - avoid it,Very important - actively buy sustainable,Often 1 in 2,3,2,3,3,4,2.5,1,38.6,67,Ethnic Traditionalist,None,Definitely not interested,Not Interested
R1848,18-24,Man,Tier 1,Self-employed/business,20001-40000,30000,71-100,85,50,Amazon/Flipkart|Local market|Myntra/Ajio/Nykaa Fashion,Once a month,1060,27500,15001-40000,Indo-western fusion,Saree|Dhoti/lungi|Kurta/kurti,Georgette/chiffon|Designer/embroidered|Printed/block print,Earth tones|Monochrome,Watch/smartwatch|Jhumkas/traditional jewellery|Heels/formal footwear,Travel/vacation,39,Brand name|Price/discount,2,Yes tried once or twice,Uncomfortable,Wardrobe gap analysis|Travel packing assistant|Smart shopping,0 free only,2,4,In-store browsing|YouTube fashion vlogs,I follow trends,Excited - love outfits,Very concerned - avoid it,Not a priority - price first,Almost never - buy intentionally,3,2,3,4,3,4.2,0,13.8,67,Budget Conscious,None,Likely to try it out,Interested
R1849,18-24,Woman,Metro,Self-employed/business,40001-75000,57500,More than 100,120,40,Instagram/social commerce|Myntra/Ajio/Nykaa Fashion,Once a month,4870,10000,5001-15000,Boho/eclectic|Casual/everyday basics,Kurta/kurti|Lehenga,I dont own sarees,Bright/vibrant|Earth tones|Monochrome,Cap/hair accessories|Watch/smartwatch|Dupatta/stole,Weddings/festive|Travel/vacation|Daily office/college,7,Price/discount|Comfort and fabric quality|Brand name,3,No but aware,Comfortable with privacy controls,Occasion outfit planner|Style DNA report,100-249,3,4,YouTube fashion vlogs,Clothing is purely functional,Overwhelmed - too many choices,Somewhat concerned - mix it up,Important - but dont always follow through,Sometimes 1 in 3,4,1,3,4,3,7.2,0,24.8,66,Aspiring Premium,None,Unlikely - not for me,Not Interested
R1850,25-34,Prefer not to say,Tier 1,Self-employed/business,75001-150000,112500,20-40,30,65,Myntra/Ajio/Nykaa Fashion|Instagram/social commerce|Amazon/Flipkart,Once every 2-3 months,8491,27500,15001-40000,Casual/everyday basics|Minimalist/monochrome,Salwar kameez/churidar,I dont own sarees,Monochrome|Neutrals,Sneakers/casual shoes|Dupatta/stole,Formal meetings/interviews|Daily office/college,6,Comfort and fabric quality|Brand name|Occasion need,3,No not aware,Comfortable with privacy controls,Occasion outfit planner|Smart shopping|Wardrobe gap analysis,1-99,2,3,In-store browsing|Bollywood/OTT celebrities,Dress for the occasion,Indifferent - just clothes,Not concerned - repeat freely,,Almost never - buy intentionally,2,2,4,3,2,1.1,0,47.6,29,Functional Minimalist,None,Definitely will use - I need this,Interested
R1851,35-44,Woman,Tier 2,Self-employed/business,,112500,More than 100,120,40,Local market|Instagram/social commerce,Rarely,9540,130000,Above 100000,Indo-western fusion,Kurta/kurti|Lehenga,I dont own sarees,Jewel tones,Sneakers/casual shoes|Jhumkas/traditional jewellery|Handbag/tote|Kolhapuris/juttis,Travel/vacation|Weddings/festive,26,Comfort and fabric quality|Price/discount,1,No not aware,Uncomfortable,Smart shopping|Style DNA report,0 free only,2,1,In-store browsing|Instagram Reels/posts,Clothing is self-expression,Overwhelmed - too many choices,Very concerned - avoid it,Neutral - consider sometimes,Almost never - buy intentionally,4,4,4,1,3,7.2,0,69.8,46,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1852,35-44,Man,Tier 1,Self-employed/business,20001-40000,30000,41-70,55,55,Instagram/social commerce,More than once a month,2194,70000,40001-100000,Indo-western fusion|Traditional ethnic|Casual/everyday basics,Kurta/kurti,I dont own sarees,Bright/vibrant|Neutrals,Watch/smartwatch|Cap/hair accessories,Formal meetings/interviews|Weddings/festive,25,Brand name|Price/discount|Comfort and fabric quality,4,No but aware,Completely comfortable,Occasion outfit planner|Daily outfit suggestions|Weather-based dressing,1000+,2,3,Instagram Reels/posts|Friends and family,Clothing is self-expression,Confident - wardrobe works,Not concerned - repeat freely,Important - but dont always follow through,Sometimes 1 in 3,2,3,3,3,3,2.5,0,24.6,21,Aspiring Premium,None,Definitely not interested,Not Interested
R1853,18-24,Woman,Rural,Salaried private,75001-150000,112500,More than 100,120,25,Amazon/Flipkart|Instagram/social commerce|In-store mall/high street,Seasonally,5885,27500,15001-40000,Traditional ethnic,Salwar kameez/churidar|Kurta/kurti|Saree,Designer/embroidered|Handloom/weave|Georgette/chiffon,Jewel tones|Pastels|Bright/vibrant,Heels/formal footwear|Sneakers/casual shoes,Weddings/festive|Date night/parties|Casual outings/weekend,40,Occasion need|Price/discount,3,Yes tried once or twice,Comfortable with privacy controls,Weather-based dressing|Daily outfit suggestions,100-249,2,2,Bollywood/OTT celebrities,I follow trends,Overwhelmed - too many choices,Somewhat concerned - mix it up,Important - but dont always follow through,Occasionally 1 in 5,,3,3,2,4,9.0,0,41.5,61,Ethnic Traditionalist,None,Likely to try it out,Interested
R1854,25-34,Woman,Metro,Self-employed/business,75001-150000,112500,More than 100,167,10,Myntra/Ajio/Nykaa Fashion,More than once a month,637,27500,15001-40000,Indo-western fusion|Boho/eclectic|Casual/everyday basics,Sherwani/bandgala|Kurta/kurti|Salwar kameez/churidar,I dont own sarees,Pastels,Watch/smartwatch|Cap/hair accessories|Handbag/tote,Daily office/college|Date night/parties|Weddings/festive,47,Brand name|Price/discount|Trend/social media,3,Yes tried once or twice,Comfortable with privacy controls,Occasion outfit planner|Daily outfit suggestions,100-249,4,4,Bollywood/OTT celebrities|YouTube fashion vlogs,Clothing is self-expression,Guilty - know I overbuy,Very concerned - avoid it,Not a priority - price first,Occasionally 1 in 5,2,3,5,4,3,10,0,29.3,53,Urban Trendsetter,Ghost Wardrobe,Unlikely - not for me,Not Interested
R1855,35-44,Man,Tier 3,Salaried private,75001-150000,112500,Fewer than 20,12,90,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,Seasonally,10393,10000,5001-15000,Casual/everyday basics|Traditional ethnic|Streetwear/athleisure,Salwar kameez/churidar|Anarkali/palazzo,I dont own sarees,Monochrome|Pastels|Printed/mixed patterns,Kolhapuris/juttis|Western jewellery/minimalist,Formal meetings/interviews|Casual outings/weekend,7,Comfort and fabric quality|Brand name|Price/discount,4,Yes regularly,Uncomfortable,Travel packing assistant|Occasion outfit planner|Wardrobe gap analysis,1-99,2,2,Bollywood/OTT celebrities,Dress for the occasion,Guilty - know I overbuy,Somewhat concerned - mix it up,Never thought about this,Often 1 in 2,3,3,4,2,2,0.1,1,48.7,51,Budget Conscious,None,"Might use, depends on features",Interested
R1856,25-34,Man,Metro,Self-employed/business,75001-150000,112500,20-40,30,60,Brand website|Instagram/social commerce|Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,5721,10000,5001-15000,Traditional ethnic|Western formal|Casual/everyday basics,None,I dont own sarees,Neutrals|Jewel tones,Western jewellery/minimalist|Dupatta/stole|Sneakers/casual shoes|Kolhapuris/juttis,Travel/vacation|Weddings/festive|Daily office/college,0,Comfort and fabric quality|Brand name|Friend/family recommendation,2,No but aware,Uncomfortable,Daily outfit suggestions|Weather-based dressing|Wardrobe gap analysis,0 free only,2,4,In-store browsing,Clothing is purely functional,Frustrated - lots but stuck,Advocate outfit repeating,Very important - actively buy sustainable,Almost never - buy intentionally,3,3,4,4,4,1.2,0,37.8,62,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1857,45-54,Woman,Metro,Salaried private,40001-75000,57500,20-40,30,70,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart|Instagram/social commerce,Once every 2-3 months,5058,10000,5001-15000,Casual/everyday basics,None|Kurta/kurti,I dont own sarees,Jewel tones|Pastels|Monochrome,Jhumkas/traditional jewellery|Sneakers/casual shoes|Heels/formal footwear|Western jewellery/minimalist,Date night/parties|Casual outings/weekend|Weddings/festive,25,Price/discount|Trend/social media|Colour/pattern appeal,5,No but aware,Completely comfortable,Smart shopping|Daily outfit suggestions,100-249,5,4,YouTube fashion vlogs,I follow trends,Frustrated - lots but stuck,Neutral - depends,Very important - actively buy sustainable,Very often - impulse habit,3,3,3,4,3,0.9,1,25.2,58,Aspiring Premium,None,"Might use, depends on features",Interested
R1858,Under 18,Woman,Tier 2,Self-employed/business,20001-40000,30000,More than 100,120,30,Local market|In-store mall/high street|Instagram/social commerce,Once every 2-3 months,2277,10000,5001-15000,Traditional ethnic|Indo-western fusion,Salwar kameez/churidar|Kurta/kurti|Saree,,Printed/mixed patterns,Jhumkas/traditional jewellery|Western jewellery/minimalist|Cap/hair accessories|Sneakers/casual shoes,Date night/parties|Weddings/festive,37,Comfort and fabric quality|Trend/social media,2,No but aware,Comfortable with privacy controls,Style DNA report|Wardrobe gap analysis,0 free only,2,4,Bollywood/OTT celebrities|Friends and family,Dress for the occasion,Guilty - know I overbuy,Somewhat concerned - mix it up,Important - but dont always follow through,Sometimes 1 in 3,4,4,3,4,3,8.4,0,13.2,41,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1859,45-54,Woman,Tier 3,Salaried private,20001-40000,30000,41-70,55,65,Myntra/Ajio/Nykaa Fashion,Seasonally,4086,27500,15001-40000,Casual/everyday basics|Boho/eclectic|Streetwear/athleisure,Salwar kameez/churidar|Saree|Kurta/kurti,Silk Banarasi/Kanjeevaram|Printed/block print,Pastels,Cap/hair accessories|Watch/smartwatch,Formal meetings/interviews,40,Friend/family recommendation|Price/discount,3,Yes tried once or twice,Completely comfortable,Daily outfit suggestions|Occasion outfit planner,250-499,2,1,Friends and family,Clothing is purely functional,Indifferent - just clothes,Somewhat concerned - mix it up,,Occasionally 1 in 5,4,5,4,1,2,1.9,0,20.8,20,Budget Conscious,None,Unlikely - not for me,Not Interested
